training/training	SRR5891912	SRR5892053	SRR10741173	SRR5891909	SRR5891915	SRR5891916	SRR8835143	SRR5891950	SRR5891951	SRR5892016	SRR5892018	SRR5892021	SRR14617990	SRR14618001	SRR14618012	SRR14618021	SRR14618023	SRR14618024	SRR14618026	SRR14618038	SRR14618039	SRR14618054	SRR14618074	SRR14618085	SRR14618087	SRR14618090	SRR14618101	SRR5891914	SRR14617991	SRR14618014	SRR14618016	SRR14618017	SRR14618019	SRR14618070	SRR14618071	SRR14618072	SRR14618073	SRR14618075	SRR14618079	SRR14618081	SRR14618082	SRR14618084	SRR14618086	SRR5891799	SRR5891805	SRR5891903	SRR5891920	SRR8835167	SRR5891873	SRR5891700	SRR5891755	SRR14617982	SRR14617985	SRR14617986	SRR14618040	SRR14618041	SRR14618042	SRR14618044	SRR14618046	SRR14618047	SRR14618057	SRR14618110	SRR14618111	SRR5891919	SRR10741171	SRR10741172	SRR11078313	SRR14617983	SRR14617999	SRR14618011	SRR14618015	SRR14618030	SRR14618045	SRR14618049	SRR14618050	SRR14618053	SRR14618055	SRR14618056	SRR14618059	SRR14618064	SRR14618065	SRR14618107	SRR7662554	SRR7662556	SRR8699312	SRR11078309	SRR11078312	SRR5891798	SRR5891917	SRR5892051	SRR7662543	SRR7662555	SRR7662546	SRR7662555	SRR14618103	SRR14618104	SRR14618105	SRR14618108	SRR14617989	SRR14617996	SRR14617997	SRR14617998	SRR14618000	SRR14618003	SRR14618005	SRR14618006	SRR14618008	SRR14618009	SRR14618010	SRR14618061	SRR14618062	SRR14618066	SRR14618067	SRR14618068	SRR14618031	SRR14618032	SRR14618033	SRR14618034	SRR14618088	SRR14618089	SRR14618091	SRR14618092	SRR14618094	SRR14618095	SRR14618096	SRR14618097	SRR14618099	SRR14618100	SRR5891622	SRR5627788	SRR10741175	SRR5891650	SRR5891651	SRR5891652	SRR5891653	SRR6156375	SRR8699314	CRR493609	CRR493665	CRR493772	CRR493807	CRR493832	CRR494031	CRR494310	CRR494509	CRR494572	CRR494592	CRR494800	CRR494802	CRR495014	CRR495154	CRR495378	CRR495613	CRR495796	CRR495808	CRR495837	CRR495860	CRR495895	CRR495935	CRR495956	CRR495997	CRR496640	CRR496656	CRR496761	CRR496770	CRR496966	CRR497178	CRR497209	CRR497295	CRR497321	CRR497336	CRR497525	CRR497853	CRR498142	CRR498226	CRR498282	CRR498575	CRR499508	SRR5891628	SRR5891801
SRR5891917	0.321888	0.352497	0.303352	0.309005	0.298928	0.284024	0.266275	0.283276	0.263767	0.284959	0.284628	0.293274	0.325042	0.32157	0.319326	0.323853	0.316878	0.319423	0.315522	0.318084	0.329752	0.316614	0.314678	0.316972	0.317839	0.316833	0.32423	0.294825	0.290584	0.288654	0.30437	0.296706	0.299476	0.304819	0.292293	0.293672	0.291123	0.288569	0.292109	0.287295	0.306243	0.289121	0.289597	0.312719	0.285321	0.348653	0.33373	0.291435	0.294984	0.272326	0.271396	0.335168	0.328714	0.328464	0.3257	0.330084	0.336505	0.330608	0.331967	0.31298	0.338436	0.325195	0.327426	0.331224	0.33199	0.29	0.29413	0.29972	0.272283	0.273068	0.290057	0.327113	0.316385	0.337928	0.313514	0.317999	0.321162	0.325978	0.245771	0.269087	0.286499	0.271002	0.282247	0.302776	0.318676	0.325108	0.320171	0.28755	1	0.339163	0.320479	0.324948	0.299372	0.324948	0.296288	0.296958	0.302738	0.300127	0.287478	0.277878	0.274666	0.275299	0.280563	0.274262	0.274217	0.272392	0.272853	0.269039	0.279661	0.273876	0.274186	0.277481	0.276997	0.27921	0.344778	0.345274	0.344225	0.343257	0.355028	0.347394	0.34993	0.350623	0.349857	0.341392	0.341347	0.351421	0.367829	0.349798	0.289404	0.155704	0.333761	0.338362	0.364101	0.334756	0.354984	0.335542	0.277677	0.284387	0.288316	0.248497	0.284504	0.287009	0.285696	0.284644	0.278425	0.290097	0.285263	0.286683	0.28665	0.263873	0.273645	0.28491	0.284558	0.286167	0.284888	0.286421	0.2872	0.287063	0.28226	0.284438	0.287079	0.283462	0.289134	0.284061	0.284329	0.301566	0.286359	0.279415	0.295093	0.289582	0.293027	0.288542	0.287239	0.28515	0.287567	0.28717	0.284039	0.281603	0.289887	0.277917
SRR5892051	0.287233	0.287368	0.26065	0.29443	0.293102	0.28779	0.301135	0.294065	0.278764	0.29226	0.299136	0.298956	0.293584	0.287418	0.286059	0.290373	0.283046	0.285748	0.281735	0.283556	0.297563	0.283344	0.281032	0.282835	0.285355	0.283467	0.291389	0.321875	0.288687	0.286081	0.30328	0.294356	0.296149	0.302283	0.290319	0.291872	0.289322	0.287235	0.289727	0.285446	0.303467	0.286022	0.287539	0.277876	0.298913	0.331817	0.27607	0.289957	0.300719	0.283897	0.284378	0.302285	0.298714	0.297787	0.296251	0.300998	0.302593	0.295181	0.300097	0.28362	0.305633	0.294824	0.297791	0.301491	0.745253	0.299443	0.461164	0.270204	0.266163	0.247302	0.279019	0.273608	0.279747	0.305577	0.288453	0.281888	0.285328	0.291141	0.246965	0.258034	0.254912	0.258994	0.334377	0.381843	0.346108	0.537368	0.621782	0.305808	0.339163	1	0.429855	0.452743	0.37249	0.452743	0.279923	0.281872	0.287059	0.285097	0.285836	0.278069	0.27505	0.275494	0.28091	0.274225	0.27483	0.273213	0.273199	0.269047	0.279945	0.274302	0.274727	0.278381	0.277017	0.279793	0.283613	0.286171	0.281679	0.28173	0.290214	0.281795	0.284205	0.28506	0.290326	0.281823	0.282621	0.291619	0.295648	0.282823	0.294696	0.156803	0.279395	0.31312	0.289122	0.282638	0.318028	0.277589	0.313748	0.314723	0.322346	0.262969	0.322064	0.327858	0.324202	0.318265	0.313502	0.331496	0.327696	0.320478	0.320489	0.303458	0.301193	0.322245	0.332994	0.320081	0.323063	0.318086	0.322074	0.322427	0.317205	0.314253	0.320529	0.318678	0.319733	0.320378	0.316674	0.334552	0.326753	0.316262	0.322208	0.318279	0.32016	0.317533	0.321419	0.321908	0.320539	0.315753	0.314848	0.314159	0.32426	0.24028
SRR7662543	0.276644	0.275678	0.252235	0.280785	0.281224	0.275286	0.303239	0.288585	0.274937	0.286623	0.298515	0.290557	0.283346	0.278231	0.276554	0.280161	0.273998	0.276395	0.272487	0.274734	0.286827	0.274377	0.271871	0.273543	0.275529	0.274789	0.281677	0.32773	0.278057	0.276147	0.291883	0.283554	0.284713	0.2892	0.279648	0.280488	0.278317	0.276608	0.279072	0.275605	0.290591	0.273035	0.276954	0.269749	0.290892	0.306587	0.265714	0.277501	0.29228	0.282106	0.283258	0.291904	0.288633	0.287828	0.286719	0.290583	0.292084	0.285403	0.289053	0.272918	0.294803	0.285568	0.288029	0.289923	0.444636	0.290113	0.38127	0.263033	0.25773	0.241041	0.269274	0.264758	0.271213	0.294761	0.278559	0.27285	0.275799	0.281414	0.238596	0.248896	0.247958	0.250352	0.33664	0.475353	0.361332	0.388074	0.396872	0.311665	0.320479	0.429855	1	0.511222	0.494593	0.511222	0.270584	0.272183	0.276754	0.275289	0.275744	0.266774	0.264198	0.264864	0.269264	0.263678	0.263952	0.262776	0.263239	0.259233	0.268307	0.26367	0.263963	0.267025	0.266401	0.26879	0.274511	0.276264	0.272585	0.27275	0.280763	0.272016	0.274842	0.275079	0.280346	0.271784	0.273901	0.281133	0.28424	0.273301	0.288432	0.152285	0.269913	0.300878	0.279197	0.2712	0.299307	0.269602	0.328876	0.325301	0.337119	0.265376	0.328119	0.337699	0.332333	0.335018	0.322596	0.341083	0.338362	0.332656	0.333097	0.3155	0.299613	0.332914	0.335752	0.33185	0.332338	0.332387	0.329185	0.33718	0.329865	0.323752	0.329274	0.327005	0.332843	0.330356	0.337937	0.343935	0.335669	0.321463	0.32459	0.32446	0.324414	0.321766	0.339849	0.329756	0.332719	0.324473	0.330273	0.321025	0.34308	0.230846
SRR7662555	0.278528	0.277016	0.254704	0.282881	0.284015	0.279668	0.298917	0.289808	0.272247	0.286148	0.296731	0.290221	0.284945	0.279537	0.278235	0.281761	0.275503	0.277909	0.274529	0.276342	0.288224	0.276173	0.273315	0.275237	0.277421	0.275852	0.282391	0.322138	0.281257	0.279122	0.29505	0.286215	0.28808	0.291962	0.282646	0.283969	0.281937	0.280006	0.282074	0.278718	0.293523	0.275165	0.280609	0.269734	0.291884	0.314039	0.267733	0.28051	0.292077	0.281488	0.282683	0.293229	0.290155	0.289144	0.287924	0.291559	0.293298	0.28712	0.29037	0.274067	0.296018	0.286733	0.288765	0.29119	0.468222	0.295718	0.394321	0.263589	0.258443	0.240602	0.270459	0.266619	0.272045	0.295983	0.279918	0.274	0.276943	0.28284	0.241265	0.250603	0.248571	0.253134	0.343281	0.435708	0.347357	0.403361	0.416729	0.306521	0.324948	0.452743	0.511222	1	0.393435	1	0.273338	0.2741	0.278981	0.278286	0.278704	0.269107	0.266697	0.267283	0.2716	0.265614	0.266306	0.26517	0.265108	0.261392	0.270564	0.266181	0.266285	0.269404	0.268465	0.270802	0.276232	0.278038	0.274693	0.274756	0.282255	0.274035	0.276425	0.277107	0.282717	0.274379	0.275838	0.282888	0.285867	0.275435	0.288122	0.152488	0.271605	0.301491	0.281006	0.27327	0.301575	0.271803	0.320894	0.317377	0.323986	0.259408	0.325361	0.334959	0.332909	0.322528	0.316238	0.343329	0.340532	0.324828	0.325189	0.310131	0.295339	0.326437	0.341343	0.327859	0.327682	0.319819	0.324763	0.331283	0.318153	0.315437	0.325758	0.323423	0.321953	0.32796	0.317064	0.34115	0.332404	0.324046	0.324333	0.320165	0.323778	0.32142	0.324655	0.326507	0.323479	0.318463	0.317533	0.32096	0.326557	0.23231
SRR7662546	0.262276	0.259711	0.240095	0.265012	0.263136	0.258166	0.32162	0.289575	0.28266	0.284195	0.304368	0.282896	0.267632	0.263018	0.261541	0.264766	0.259109	0.261187	0.257909	0.259724	0.271692	0.259489	0.256986	0.258816	0.260722	0.259375	0.26636	0.342038	0.259387	0.257668	0.269407	0.262995	0.265901	0.270104	0.260628	0.261144	0.259335	0.257458	0.259667	0.257316	0.271266	0.254889	0.258144	0.267388	0.294753	0.292542	0.257742	0.259287	0.285712	0.27958	0.283717	0.273402	0.271236	0.270546	0.268488	0.272375	0.274006	0.268646	0.270968	0.256089	0.275495	0.267614	0.27009	0.273829	0.378211	0.300365	0.40046	0.250629	0.241452	0.227197	0.254194	0.252263	0.256738	0.275981	0.265136	0.258672	0.261378	0.266187	0.225423	0.236464	0.23415	0.237612	0.361199	0.518022	0.371596	0.329858	0.342944	0.323223	0.299372	0.37249	0.494593	0.393435	1	0.393435	0.254709	0.256433	0.260767	0.258905	0.257007	0.247698	0.245136	0.24547	0.250005	0.244428	0.244634	0.243374	0.243124	0.240076	0.249113	0.244344	0.244714	0.247489	0.24712	0.248594	0.257844	0.259331	0.256092	0.255998	0.263042	0.256038	0.257787	0.258892	0.263582	0.256481	0.257543	0.264303	0.266227	0.256448	0.283406	0.145864	0.252937	0.294796	0.264825	0.257925	0.284393	0.253771	0.352172	0.344592	0.364715	0.274047	0.35116	0.351425	0.351302	0.367765	0.348583	0.360496	0.358792	0.356802	0.357582	0.34622	0.313405	0.360711	0.353079	0.35174	0.356524	0.352981	0.355335	0.376863	0.355057	0.347985	0.355231	0.350701	0.360708	0.349813	0.384913	0.36459	0.360473	0.347223	0.336528	0.341702	0.338327	0.333824	0.368995	0.353912	0.356892	0.34239	0.354924	0.340085	0.379572	0.222455
SRR7662555	0.278528	0.277016	0.254704	0.282881	0.284015	0.279668	0.298917	0.289808	0.272247	0.286148	0.296731	0.290221	0.284945	0.279537	0.278235	0.281761	0.275503	0.277909	0.274529	0.276342	0.288224	0.276173	0.273315	0.275237	0.277421	0.275852	0.282391	0.322138	0.281257	0.279122	0.29505	0.286215	0.28808	0.291962	0.282646	0.283969	0.281937	0.280006	0.282074	0.278718	0.293523	0.275165	0.280609	0.269734	0.291884	0.314039	0.267733	0.28051	0.292077	0.281488	0.282683	0.293229	0.290155	0.289144	0.287924	0.291559	0.293298	0.28712	0.29037	0.274067	0.296018	0.286733	0.288765	0.29119	0.468222	0.295718	0.394321	0.263589	0.258443	0.240602	0.270459	0.266619	0.272045	0.295983	0.279918	0.274	0.276943	0.28284	0.241265	0.250603	0.248571	0.253134	0.343281	0.435708	0.347357	0.403361	0.416729	0.306521	0.324948	0.452743	0.511222	1	0.393435	1	0.273338	0.2741	0.278981	0.278286	0.278704	0.269107	0.266697	0.267283	0.2716	0.265614	0.266306	0.26517	0.265108	0.261392	0.270564	0.266181	0.266285	0.269404	0.268465	0.270802	0.276232	0.278038	0.274693	0.274756	0.282255	0.274035	0.276425	0.277107	0.282717	0.274379	0.275838	0.282888	0.285867	0.275435	0.288122	0.152488	0.271605	0.301491	0.281006	0.27327	0.301575	0.271803	0.320894	0.317377	0.323986	0.259408	0.325361	0.334959	0.332909	0.322528	0.316238	0.343329	0.340532	0.324828	0.325189	0.310131	0.295339	0.326437	0.341343	0.327859	0.327682	0.319819	0.324763	0.331283	0.318153	0.315437	0.325758	0.323423	0.321953	0.32796	0.317064	0.34115	0.332404	0.324046	0.324333	0.320165	0.323778	0.32142	0.324655	0.326507	0.323479	0.318463	0.317533	0.32096	0.326557	0.23231
SRR14618103	0.32452	0.314836	0.270824	0.29404	0.301354	0.27911	0.252334	0.27687	0.258498	0.281062	0.279544	0.293212	0.330933	0.329192	0.327664	0.3309	0.326014	0.327344	0.324682	0.324741	0.329994	0.326097	0.324022	0.325569	0.327051	0.325631	0.332683	0.287914	0.307587	0.306501	0.31998	0.311835	0.313632	0.31816	0.309061	0.309775	0.308269	0.305586	0.307608	0.302235	0.316722	0.295369	0.307091	0.279318	0.284628	0.297416	0.293731	0.305374	0.293669	0.268567	0.267535	0.337733	0.331819	0.330143	0.327972	0.332725	0.337379	0.331542	0.33209	0.310838	0.341253	0.327661	0.329879	0.328149	0.272515	0.26896	0.239712	0.295263	0.315698	0.267519	0.371295	0.311811	0.316915	0.339995	0.314206	0.320585	0.323051	0.329611	0.248771	0.353361	0.275222	0.361099	0.264055	0.266375	0.280888	0.277612	0.268429	0.278546	0.296288	0.279923	0.270584	0.273338	0.254709	0.273338	1	0.454052	0.451435	0.439296	0.303902	0.290275	0.288035	0.288328	0.292436	0.287141	0.287614	0.286584	0.287091	0.283137	0.291285	0.287502	0.287986	0.290634	0.289352	0.292517	0.31909	0.320227	0.316212	0.316885	0.324498	0.315184	0.318637	0.318745	0.325613	0.317582	0.318699	0.323852	0.326494	0.316715	0.287283	0.156428	0.31247	0.291602	0.315331	0.317209	0.291609	0.321089	0.270805	0.278677	0.281075	0.240046	0.277531	0.2803	0.27957	0.27836	0.27404	0.282872	0.278717	0.280833	0.280782	0.256758	0.255167	0.278503	0.278139	0.279167	0.278512	0.280306	0.280544	0.28055	0.27635	0.278864	0.280584	0.276928	0.28201	0.277554	0.278681	0.2945	0.279784	0.273004	0.289908	0.28393	0.287299	0.283511	0.28065	0.278499	0.280919	0.281443	0.278154	0.275403	0.283232	0.256925
SRR14618104	0.324234	0.315569	0.270934	0.295689	0.304322	0.281169	0.254169	0.27892	0.260463	0.282663	0.281521	0.295153	0.330423	0.328396	0.326757	0.329909	0.324333	0.326571	0.323601	0.324144	0.330774	0.324391	0.323005	0.324292	0.326332	0.324417	0.331738	0.290342	0.308736	0.308221	0.322061	0.313091	0.316147	0.320249	0.31097	0.311146	0.309761	0.30853	0.30839	0.303993	0.319669	0.298079	0.308211	0.280114	0.287348	0.298679	0.29269	0.307379	0.2956	0.270452	0.269183	0.337518	0.331878	0.330682	0.327958	0.332848	0.337451	0.331688	0.332776	0.311715	0.341264	0.32804	0.330509	0.329173	0.273711	0.269728	0.240597	0.295279	0.318677	0.272287	0.368162	0.310328	0.316556	0.340415	0.31455	0.320326	0.323047	0.329238	0.252916	0.350437	0.280191	0.362239	0.264731	0.267958	0.281899	0.279814	0.27019	0.281013	0.296958	0.281872	0.272183	0.2741	0.256433	0.2741	0.454052	1	0.542648	0.429338	0.305211	0.294566	0.292091	0.292718	0.296744	0.291822	0.292111	0.290778	0.29178	0.286838	0.295598	0.291619	0.292233	0.295178	0.29384	0.296661	0.317811	0.319087	0.314901	0.315845	0.324033	0.31481	0.317654	0.317946	0.324665	0.31701	0.318397	0.323384	0.327457	0.315495	0.289211	0.157529	0.311526	0.293274	0.315411	0.316416	0.292579	0.319672	0.272879	0.281158	0.283955	0.242818	0.280015	0.282918	0.281903	0.280702	0.276484	0.285185	0.280874	0.283476	0.28337	0.258832	0.256921	0.280809	0.280575	0.281611	0.28098	0.28271	0.283393	0.282959	0.278789	0.281704	0.282932	0.279248	0.284655	0.279944	0.281186	0.29735	0.282677	0.275385	0.29239	0.286374	0.289599	0.286154	0.283113	0.281159	0.283544	0.283698	0.280718	0.277365	0.286015	0.261088
SRR14618105	0.329988	0.322283	0.273579	0.301248	0.308058	0.284336	0.258028	0.285084	0.265506	0.288273	0.287127	0.301071	0.33797	0.334769	0.332904	0.337019	0.330391	0.33245	0.329995	0.329723	0.338335	0.330383	0.328608	0.329836	0.332108	0.330787	0.338417	0.297086	0.311424	0.3107	0.325198	0.31587	0.319875	0.324908	0.313869	0.314563	0.312976	0.310497	0.312371	0.306719	0.324058	0.302812	0.311538	0.285253	0.290548	0.304361	0.298465	0.310524	0.301666	0.275863	0.274625	0.344685	0.337695	0.336796	0.333919	0.339176	0.344224	0.338055	0.339998	0.318912	0.348246	0.333811	0.336657	0.335578	0.277969	0.273609	0.243806	0.29979	0.320112	0.273766	0.370445	0.315538	0.321895	0.34722	0.319818	0.326338	0.329356	0.335328	0.253787	0.351063	0.28315	0.362831	0.2701	0.272763	0.287622	0.285354	0.275065	0.287303	0.302738	0.287059	0.276754	0.278981	0.260767	0.278981	0.451435	0.542648	1	0.436521	0.308184	0.29892	0.296068	0.296399	0.30144	0.295324	0.295857	0.294438	0.29506	0.29041	0.30041	0.295494	0.296004	0.299218	0.297881	0.300781	0.323229	0.326442	0.321549	0.32211	0.330764	0.321314	0.323933	0.324908	0.331833	0.32355	0.325062	0.330899	0.334066	0.322317	0.295328	0.16047	0.317371	0.300015	0.323001	0.322991	0.29743	0.326178	0.278815	0.287192	0.290217	0.248872	0.286179	0.289132	0.288016	0.286731	0.282087	0.291675	0.287168	0.289769	0.289673	0.264363	0.261101	0.286703	0.286647	0.287925	0.287058	0.2891	0.289441	0.288976	0.28498	0.287521	0.289055	0.285511	0.2911	0.286398	0.287214	0.304342	0.288657	0.281064	0.29906	0.292897	0.296154	0.292389	0.289427	0.287255	0.289781	0.289976	0.286609	0.283578	0.292186	0.262623
SRR14618108	0.32815	0.317373	0.27081	0.299232	0.306443	0.282713	0.256783	0.28339	0.264083	0.287091	0.285412	0.300003	0.33616	0.332719	0.331205	0.334278	0.328563	0.330386	0.327259	0.327999	0.335811	0.328386	0.326586	0.327738	0.330315	0.328507	0.335701	0.295312	0.31193	0.3103	0.325094	0.316182	0.318944	0.324195	0.313536	0.315133	0.312208	0.310605	0.311778	0.306547	0.322628	0.301675	0.311064	0.282286	0.289632	0.300778	0.295117	0.310062	0.300463	0.274793	0.273419	0.342085	0.335714	0.334483	0.332298	0.337318	0.341965	0.33614	0.338047	0.316264	0.346218	0.332181	0.334018	0.333172	0.276076	0.271371	0.243008	0.298023	0.314409	0.272359	0.372768	0.312323	0.319702	0.345209	0.317386	0.323582	0.326556	0.333272	0.254143	0.393775	0.281014	0.36856	0.269077	0.270607	0.285184	0.283795	0.273341	0.285639	0.300127	0.285097	0.275289	0.278286	0.258905	0.278286	0.439296	0.429338	0.436521	1	0.307606	0.298766	0.296061	0.296628	0.301562	0.295237	0.295901	0.294561	0.295092	0.290406	0.299962	0.295773	0.295872	0.299137	0.298048	0.300587	0.319802	0.321792	0.31748	0.31836	0.325808	0.31681	0.319625	0.320799	0.327947	0.319312	0.320986	0.326824	0.329974	0.317542	0.29397	0.159791	0.313789	0.297058	0.317988	0.318901	0.294829	0.321736	0.277049	0.285778	0.288454	0.247335	0.284509	0.287693	0.286949	0.28552	0.28096	0.290121	0.285648	0.288072	0.287968	0.263028	0.258717	0.285579	0.285388	0.286526	0.285323	0.287589	0.287673	0.287845	0.283416	0.286055	0.287559	0.284035	0.289507	0.284654	0.285612	0.302351	0.287227	0.279951	0.297454	0.291521	0.294555	0.290505	0.287708	0.285772	0.288289	0.288709	0.285147	0.282412	0.290535	0.260508
SRR14617989	0.289534	0.290451	0.266031	0.309811	0.32873	0.293974	0.258665	0.272157	0.254292	0.274994	0.274135	0.286601	0.296351	0.292255	0.290412	0.293598	0.288168	0.290619	0.28703	0.288388	0.297755	0.288444	0.28644	0.287734	0.289921	0.288298	0.29493	0.283993	0.418236	0.412708	0.405675	0.415825	0.406832	0.407814	0.419711	0.415982	0.415637	0.415626	0.419069	0.412785	0.412854	0.372766	0.404702	0.264411	0.336373	0.304511	0.273407	0.412886	0.287152	0.264169	0.263129	0.307008	0.303125	0.302617	0.300714	0.304871	0.306514	0.300007	0.302981	0.284976	0.310079	0.299876	0.302315	0.301515	0.279032	0.258624	0.243053	0.271834	0.277395	0.256331	0.334063	0.277735	0.284864	0.31031	0.290846	0.285639	0.288563	0.294491	0.253939	0.274165	0.262867	0.276571	0.265895	0.268418	0.277764	0.283439	0.273714	0.27371	0.287478	0.285836	0.275744	0.278704	0.257007	0.278704	0.303902	0.305211	0.308184	0.307606	1	0.287365	0.284913	0.285334	0.289864	0.283997	0.284964	0.284004	0.284202	0.279906	0.288486	0.284995	0.285447	0.287663	0.286719	0.289915	0.29128	0.293363	0.289092	0.289807	0.298861	0.289706	0.292364	0.292472	0.297769	0.289346	0.290688	0.296341	0.302956	0.291099	0.281283	0.154682	0.289165	0.280804	0.291931	0.28612	0.284621	0.288038	0.266962	0.275224	0.277757	0.236646	0.273829	0.276644	0.276223	0.274973	0.27054	0.279086	0.274994	0.277301	0.277218	0.253884	0.255802	0.274993	0.274745	0.276057	0.275161	0.276916	0.277085	0.27687	0.273012	0.275343	0.276827	0.273632	0.278532	0.27404	0.27512	0.290412	0.276369	0.269469	0.285991	0.280543	0.283419	0.280171	0.276874	0.275171	0.277684	0.2779	0.27461	0.271794	0.279519	0.241229
SRR14617996	0.283708	0.286172	0.243841	0.286494	0.289305	0.286078	0.244563	0.272915	0.252166	0.27347	0.273604	0.288351	0.293767	0.28634	0.284517	0.288708	0.281287	0.284788	0.280935	0.28257	0.297658	0.281719	0.279875	0.281208	0.283975	0.282201	0.290593	0.287829	0.291448	0.288259	0.31117	0.297847	0.297733	0.305091	0.293116	0.293443	0.290921	0.289623	0.292695	0.287353	0.307384	0.291122	0.28872	0.255976	0.275851	0.274605	0.264203	0.289984	0.288681	0.264486	0.262289	0.306498	0.302342	0.301293	0.299729	0.305184	0.306568	0.29747	0.30416	0.288159	0.310465	0.298464	0.301511	0.30092	0.267927	0.247702	0.230443	0.264512	0.444528	0.423116	0.282756	0.268207	0.278758	0.310872	0.288405	0.279567	0.283146	0.291028	0.346477	0.32803	0.390548	0.319178	0.257489	0.260323	0.271356	0.281381	0.267885	0.275411	0.277878	0.278069	0.266774	0.269107	0.247698	0.269107	0.290275	0.294566	0.29892	0.298766	0.287365	1	0.623636	0.621607	0.623703	0.617647	0.622249	0.624728	0.620906	0.619817	0.622637	0.628024	0.625275	0.624725	0.626545	0.616153	0.283254	0.285602	0.281397	0.281917	0.292099	0.280953	0.284743	0.285871	0.291147	0.281459	0.283052	0.290828	0.297332	0.282608	0.282555	0.163496	0.279856	0.277027	0.283784	0.276556	0.270453	0.277666	0.267214	0.2769	0.280196	0.24492	0.276091	0.279393	0.278577	0.277039	0.272139	0.282	0.277299	0.279736	0.279577	0.253484	0.241014	0.276872	0.27703	0.278289	0.277461	0.279019	0.279384	0.27935	0.275027	0.277367	0.279252	0.275683	0.281372	0.276021	0.277161	0.295322	0.27897	0.271052	0.289979	0.283663	0.287146	0.28309	0.279529	0.277338	0.280181	0.280614	0.276697	0.273318	0.282454	0.323153
SRR14617997	0.280828	0.283335	0.242334	0.282499	0.286574	0.283584	0.242075	0.269119	0.248984	0.270263	0.269984	0.284617	0.290133	0.283344	0.28146	0.285496	0.278821	0.281827	0.27812	0.27991	0.293513	0.27928	0.277124	0.278396	0.280913	0.279081	0.287341	0.283495	0.288835	0.285496	0.307675	0.294811	0.29481	0.301426	0.290501	0.290879	0.288403	0.287359	0.28997	0.284907	0.303635	0.286934	0.286288	0.253323	0.272654	0.27133	0.261704	0.287188	0.284957	0.261108	0.259097	0.303094	0.298877	0.29774	0.296171	0.301736	0.302718	0.294235	0.300266	0.283958	0.306763	0.29513	0.298119	0.297303	0.265646	0.245235	0.228605	0.262035	0.444766	0.421682	0.280451	0.265842	0.276106	0.307123	0.285085	0.276575	0.279966	0.287859	0.346156	0.327025	0.388517	0.317996	0.254655	0.257824	0.267958	0.277896	0.265023	0.271254	0.274666	0.27505	0.264198	0.266697	0.245136	0.266697	0.288035	0.292091	0.296068	0.296061	0.284913	0.623636	1	0.671534	0.619716	0.619399	0.623773	0.626066	0.619809	0.618178	0.617623	0.627686	0.621518	0.621688	0.62321	0.612941	0.28079	0.282639	0.278605	0.279471	0.289552	0.278232	0.282197	0.28302	0.288016	0.279044	0.280343	0.287695	0.294291	0.280157	0.278901	0.161406	0.277542	0.273139	0.280853	0.274062	0.26773	0.275375	0.263527	0.273017	0.276175	0.240432	0.272157	0.275274	0.274572	0.273031	0.268494	0.277775	0.273295	0.27573	0.275592	0.249992	0.238589	0.272871	0.272959	0.274285	0.273556	0.274983	0.27531	0.275323	0.27115	0.27369	0.275216	0.271887	0.27726	0.272082	0.27333	0.290842	0.274909	0.267328	0.285819	0.279575	0.283019	0.27918	0.275402	0.273408	0.276148	0.276686	0.272894	0.269586	0.278417	0.322292
SRR14617998	0.28129	0.283964	0.242562	0.283066	0.287095	0.283583	0.242314	0.269684	0.249515	0.27077	0.270588	0.285215	0.29077	0.283959	0.282212	0.286358	0.279472	0.282526	0.278642	0.280268	0.294054	0.279993	0.277712	0.278894	0.281744	0.279997	0.288059	0.284128	0.289255	0.286169	0.308904	0.296146	0.29511	0.302099	0.290723	0.29138	0.288823	0.287562	0.290637	0.28525	0.304078	0.287587	0.286826	0.253836	0.272968	0.272007	0.262478	0.2876	0.285593	0.261716	0.25959	0.303785	0.299722	0.298757	0.297151	0.302805	0.303503	0.295109	0.300793	0.284759	0.307474	0.29588	0.299012	0.298127	0.266214	0.245655	0.228892	0.262736	0.444448	0.421631	0.28059	0.266322	0.276555	0.307912	0.286062	0.277284	0.280669	0.288614	0.345733	0.327211	0.388325	0.318986	0.254757	0.258424	0.268318	0.278339	0.265489	0.271902	0.275299	0.275494	0.264864	0.267283	0.24547	0.267283	0.288328	0.292718	0.296399	0.296628	0.285334	0.621607	0.671534	1	0.621043	0.62422	0.624687	0.630622	0.615935	0.615006	0.616579	0.62697	0.622198	0.6268	0.623739	0.613823	0.281579	0.283405	0.279582	0.280129	0.289882	0.27853	0.282908	0.283568	0.288696	0.279966	0.281336	0.288347	0.294835	0.280696	0.279542	0.161814	0.27832	0.273823	0.281339	0.274649	0.268036	0.276108	0.264103	0.273694	0.276756	0.241009	0.272765	0.276004	0.275262	0.273727	0.269238	0.278515	0.274001	0.276366	0.276239	0.250651	0.238954	0.273466	0.273678	0.274865	0.274242	0.275612	0.276186	0.276027	0.271765	0.27414	0.275866	0.272578	0.277881	0.272719	0.274064	0.291442	0.275594	0.26784	0.286558	0.280228	0.283546	0.279973	0.276286	0.274008	0.276626	0.277326	0.273526	0.270172	0.279142	0.322089
